type_indicator,ex_name,ex_idx,3>=family_num>=2,family_num=1,family_num>3,all,group_size,ex_len,distribution_batch_house_distribution_len,distribution_batch_house_distribution_step,distribution_batch_tenant_distribution_len,distribution_batch_tenant_distribution_step,environment_max_turns,order_k,order_type,order_waitlist_ratio,policy_type,group_policy_portion_settings,group_policy_sorting_type,group_policy_type,tenant_max_choose,community_patch_method
mean_house_area,ver1_nofilter_singlelist_5t_6h_p#singlelist,3,10.694555555555556,20.01909090909091,6.5235,11.887875816993466,1,10,6,1,5,1,10,2,kwaitlist,1.2,ver1,,base,single_list,2,single_list
mean_wait_turn,ver1_nofilter_singlelist_5t_6h_p#singlelist,3,4.466666666666667,5.2727272727272725,4.9,4.725490196078432,1,10,6,1,5,1,10,2,kwaitlist,1.2,ver1,,base,single_list,2,single_list
mean_idle_wait_turn,ver1_nofilter_singlelist_5t_6h_p#singlelist,3,3.433333333333333,2.909090909090909,3.3,3.294117647058824,1,10,6,1,5,1,10,2,kwaitlist,1.2,ver1,,base,single_list,2,single_list
var_mean_house_area,ver1_nofilter_singlelist_5t_6h_p#singlelist,3,,,,197.07683669155023,1,10,6,1,5,1,10,2,kwaitlist,1.2,ver1,,base,single_list,2,single_list
Rop,ver1_nofilter_singlelist_5t_6h_p#singlelist,3,,,,300.0,1,10,6,1,5,1,10,2,kwaitlist,1.2,ver1,,base,single_list,2,single_list
mean_house_area,ver1_nofilter_singlelist_5t_6h_p#singlelist,4,9.075,23.334545454545456,6.84275,11.712892156862749,1,10,6,1,5,1,10,2,kwaitlist,1.2,ver1,,base,single_list,2,single_list
mean_wait_turn,ver1_nofilter_singlelist_5t_6h_p#singlelist,4,5.0,4.636363636363637,4.8,4.882352941176471,1,10,6,1,5,1,10,2,kwaitlist,1.2,ver1,,base,single_list,2,single_list
mean_idle_wait_turn,ver1_nofilter_singlelist_5t_6h_p#singlelist,4,3.3666666666666667,2.909090909090909,3.2,3.235294117647059,1,10,6,1,5,1,10,2,kwaitlist,1.2,ver1,,base,single_list,2,single_list
var_mean_house_area,ver1_nofilter_singlelist_5t_6h_p#singlelist,4,,,,205.20311005863127,1,10,6,1,5,1,10,2,kwaitlist,1.2,ver1,,base,single_list,2,single_list
Rop,ver1_nofilter_singlelist_5t_6h_p#singlelist,4,,,,298.0,1,10,6,1,5,1,10,2,kwaitlist,1.2,ver1,,base,single_list,2,single_list
mean_house_area,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#portion_housesize,5,5.123055555555555,17.775454545454547,4.2010000000000005,7.671209150326797,3,9,6,1,8,1,10,2,kwaitlist,1.2,ver1,,priority,multi_list,2,portion_housesize
mean_wait_turn,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#portion_housesize,5,5.333333333333333,4.363636363636363,5.3,5.117647058823529,3,9,6,1,8,1,10,2,kwaitlist,1.2,ver1,,priority,multi_list,2,portion_housesize
mean_idle_wait_turn,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#portion_housesize,5,1.0666666666666669,3.636363636363636,1.1,1.6274509803921569,3,9,6,1,8,1,10,2,kwaitlist,1.2,ver1,,priority,multi_list,2,portion_housesize
var_mean_house_area,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#portion_housesize,5,,,,172.9510366098509,3,9,6,1,8,1,10,2,kwaitlist,1.2,ver1,,priority,multi_list,2,portion_housesize
Rop,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#portion_housesize,5,,,,236.0,3,9,6,1,8,1,10,2,kwaitlist,1.2,ver1,,priority,multi_list,2,portion_housesize
mean_house_area,ver1_nofilter_multilist(1.8)_portion3(f_member_num)_priority_8t_6h_p#portion_housesize,6,11.047277777777776,9.837272727272728,8.443,10.275653594771242,3,8,6,1,8,1,10,2,kwaitlist,1.8,ver1,"[0.3, 0.4, 0.3]",priority,portionfamily_members_num,2,portion_housesize
mean_wait_turn,ver1_nofilter_multilist(1.8)_portion3(f_member_num)_priority_8t_6h_p#portion_housesize,6,3.2666666666666666,5.2727272727272725,3.2,3.686274509803922,3,8,6,1,8,1,10,2,kwaitlist,1.8,ver1,"[0.3, 0.4, 0.3]",priority,portionfamily_members_num,2,portion_housesize
mean_idle_wait_turn,ver1_nofilter_multilist(1.8)_portion3(f_member_num)_priority_8t_6h_p#portion_housesize,6,2.1,4.454545454545454,2.5,2.6862745098039214,3,8,6,1,8,1,10,2,kwaitlist,1.8,ver1,"[0.3, 0.4, 0.3]",priority,portionfamily_members_num,2,portion_housesize
var_mean_house_area,ver1_nofilter_multilist(1.8)_portion3(f_member_num)_priority_8t_6h_p#portion_housesize,6,,,,132.7920524867572,3,8,6,1,8,1,10,2,kwaitlist,1.8,ver1,"[0.3, 0.4, 0.3]",priority,portionfamily_members_num,2,portion_housesize
Rop,ver1_nofilter_multilist(1.8)_portion3(f_member_num)_priority_8t_6h_p#portion_housesize,6,,,,203.0,3,8,6,1,8,1,10,2,kwaitlist,1.8,ver1,"[0.3, 0.4, 0.3]",priority,portionfamily_members_num,2,portion_housesize
mean_house_area,ver2_nofilter_multilist(1.5_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,7,15.39550724637681,32.135000000000005,6.30138888888889,17.432361111111113,3,6,6,1,8,1,10,2,kwaitlist,1.5,ver2,,priority,house_type,3,house_type
mean_wait_turn,ver2_nofilter_multilist(1.5_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,7,2.0869565217391304,1.6,2.4444444444444446,2.0476190476190474,3,6,6,1,8,1,10,2,kwaitlist,1.5,ver2,,priority,house_type,3,house_type
mean_idle_wait_turn,ver2_nofilter_multilist(1.5_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,7,1.5217391304347827,1.0,1.8888888888888888,1.4761904761904765,3,6,6,1,8,1,10,2,kwaitlist,1.5,ver2,,priority,house_type,3,house_type
var_mean_house_area,ver2_nofilter_multilist(1.5_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,7,,,,220.46951381999563,3,6,6,1,8,1,10,2,kwaitlist,1.5,ver2,,priority,house_type,3,house_type
Rop,ver2_nofilter_multilist(1.5_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,7,,,,249.0,3,6,6,1,8,1,10,2,kwaitlist,1.5,ver2,,priority,house_type,3,house_type
mean_house_area,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#portion_housesize,8,5.633333333333334,14.29818181818182,5.231,7.423333333333334,3,9,6,1,8,1,10,2,kwaitlist,1.2,ver2,,priority,house_type,2,portion_housesize
mean_wait_turn,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#portion_housesize,8,4.833333333333333,4.727272727272728,4.2,4.686274509803922,3,9,6,1,8,1,10,2,kwaitlist,1.2,ver2,,priority,house_type,2,portion_housesize
mean_idle_wait_turn,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#portion_housesize,8,2.533333333333333,4.727272727272728,1.1,2.7254901960784315,3,9,6,1,8,1,10,2,kwaitlist,1.2,ver2,,priority,house_type,2,portion_housesize
var_mean_house_area,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#portion_housesize,8,,,,155.45374564270156,3,9,6,1,8,1,10,2,kwaitlist,1.2,ver2,,priority,house_type,2,portion_housesize
Rop,ver2_nofilter_multilist(1.2_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#portion_housesize,8,,,,208.0,3,9,6,1,8,1,10,2,kwaitlist,1.2,ver2,,priority,house_type,2,portion_housesize
mean_house_area,ver1_nofilter_singlelist_1t_6h(step_num(t1_h1)_p#singlelist,9,9.676666666666668,29.94454545454545,5.19725,13.169852941176469,1,10,6,1,1,1,10,2,kwaitlist,1.2,ver1,,base,single_list,2,single_list
mean_wait_turn,ver1_nofilter_singlelist_1t_6h(step_num(t1_h1)_p#singlelist,9,7.166666666666667,5.545454545454546,7.7,6.921568627450981,1,10,6,1,1,1,10,2,kwaitlist,1.2,ver1,,base,single_list,2,single_list
mean_idle_wait_turn,ver1_nofilter_singlelist_1t_6h(step_num(t1_h1)_p#singlelist,9,5.066666666666666,4.2727272727272725,5.3,4.941176470588236,1,10,6,1,1,1,10,2,kwaitlist,1.2,ver1,,base,single_list,2,single_list
var_mean_house_area,ver1_nofilter_singlelist_1t_6h(step_num(t1_h1)_p#singlelist,9,,,,231.78666845604252,1,10,6,1,1,1,10,2,kwaitlist,1.2,ver1,,base,single_list,2,single_list
Rop,ver1_nofilter_singlelist_1t_6h(step_num(t1_h1)_p#singlelist,9,,,,363.0,1,10,6,1,1,1,10,2,kwaitlist,1.2,ver1,,base,single_list,2,single_list
mean_house_area,ver1_nofilter_multilist(1.2)_multilist_nopriority_8t_6h_p#portion_rentmoney,10,5.845555555555555,14.651818181818184,5.7095,7.718267973856209,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,,priority,multi_list,2,portion_rentmoney
mean_wait_turn,ver1_nofilter_multilist(1.2)_multilist_nopriority_8t_6h_p#portion_rentmoney,10,5.066666666666666,5.0,4.5,4.941176470588236,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,,priority,multi_list,2,portion_rentmoney
mean_idle_wait_turn,ver1_nofilter_multilist(1.2)_multilist_nopriority_8t_6h_p#portion_rentmoney,10,1.1666666666666667,3.1818181818181817,1.2,1.607843137254902,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,,priority,multi_list,2,portion_rentmoney
var_mean_house_area,ver1_nofilter_multilist(1.2)_multilist_nopriority_8t_6h_p#portion_rentmoney,10,,,,163.93600990858218,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,,priority,multi_list,2,portion_rentmoney
Rop,ver1_nofilter_multilist(1.2)_multilist_nopriority_8t_6h_p#portion_rentmoney,10,,,,208.0,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,,priority,multi_list,2,portion_rentmoney
mean_house_area,ver1_nofilter_multilist(1.2)_portion4(f_member_num)_priority_8t_6h_p#portion_rent_money,11,9.660444444444446,21.62,5.73525,11.47031045751634,4,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,"[0.2, 0.3, 0.3, 0.2]",priority,portionfamily_members_num,2,portion_rentmoney
mean_wait_turn,ver1_nofilter_multilist(1.2)_portion4(f_member_num)_priority_8t_6h_p#portion_rent_money,11,3.8,4.2727272727272725,4.4,4.019607843137255,4,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,"[0.2, 0.3, 0.3, 0.2]",priority,portionfamily_members_num,2,portion_rentmoney
mean_idle_wait_turn,ver1_nofilter_multilist(1.2)_portion4(f_member_num)_priority_8t_6h_p#portion_rent_money,11,2.433333333333333,1.6363636363636365,3.6,2.4901960784313726,4,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,"[0.2, 0.3, 0.3, 0.2]",priority,portionfamily_members_num,2,portion_rentmoney
var_mean_house_area,ver1_nofilter_multilist(1.2)_portion4(f_member_num)_priority_8t_6h_p#portion_rent_money,11,,,,193.1782183812849,4,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,"[0.2, 0.3, 0.3, 0.2]",priority,portionfamily_members_num,2,portion_rentmoney
Rop,ver1_nofilter_multilist(1.2)_portion4(f_member_num)_priority_8t_6h_p#portion_rent_money,11,,,,301.0,4,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,"[0.2, 0.3, 0.3, 0.2]",priority,portionfamily_members_num,2,portion_rentmoney
mean_house_area,ver1_nofilter_multilist(1.5)_portion3(f_member_num)_priority_8t_6h_p#portion_housesize,12,11.757722222222222,13.92090909090909,7.93,11.47375816993464,3,10,6,1,8,1,10,2,kwaitlist,1.5,ver1,"[0.3, 0.4, 0.3]",priority,portionfamily_members_num,2,portion_housesize
mean_wait_turn,ver1_nofilter_multilist(1.5)_portion3(f_member_num)_priority_8t_6h_p#portion_housesize,12,3.1,4.909090909090909,3.8,3.627450980392157,3,10,6,1,8,1,10,2,kwaitlist,1.5,ver1,"[0.3, 0.4, 0.3]",priority,portionfamily_members_num,2,portion_housesize
mean_idle_wait_turn,ver1_nofilter_multilist(1.5)_portion3(f_member_num)_priority_8t_6h_p#portion_housesize,12,1.9,3.363636363636364,2.0,2.235294117647059,3,10,6,1,8,1,10,2,kwaitlist,1.5,ver1,"[0.3, 0.4, 0.3]",priority,portionfamily_members_num,2,portion_housesize
var_mean_house_area,ver1_nofilter_multilist(1.5)_portion3(f_member_num)_priority_8t_6h_p#portion_housesize,12,,,,153.00537381188863,3,10,6,1,8,1,10,2,kwaitlist,1.5,ver1,"[0.3, 0.4, 0.3]",priority,portionfamily_members_num,2,portion_housesize
Rop,ver1_nofilter_multilist(1.5)_portion3(f_member_num)_priority_8t_6h_p#portion_housesize,12,,,,242.0,3,10,6,1,8,1,10,2,kwaitlist,1.5,ver1,"[0.3, 0.4, 0.3]",priority,portionfamily_members_num,2,portion_housesize
mean_house_area,ver1_nofilter_multilist(1.2)_multilist_housing_points_8t_6h_p#portion_rentmoney,13,4.344888888888889,14.651818181818184,4.49,6.5964052287581705,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,,housing_points,multi_list,2,portion_rentmoney
mean_wait_turn,ver1_nofilter_multilist(1.2)_multilist_housing_points_8t_6h_p#portion_rentmoney,13,5.433333333333334,5.0,5.0,5.254901960784314,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,,housing_points,multi_list,2,portion_rentmoney
mean_idle_wait_turn,ver1_nofilter_multilist(1.2)_multilist_housing_points_8t_6h_p#portion_rentmoney,13,1.1,3.8181818181818175,1.0,1.6666666666666667,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,,housing_points,multi_list,2,portion_rentmoney
var_mean_house_area,ver1_nofilter_multilist(1.2)_multilist_housing_points_8t_6h_p#portion_rentmoney,13,,,,157.165511914221,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,,housing_points,multi_list,2,portion_rentmoney
Rop,ver1_nofilter_multilist(1.2)_multilist_housing_points_8t_6h_p#portion_rentmoney,13,,,,197.0,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,,housing_points,multi_list,2,portion_rentmoney
mean_house_area,ver2_nofilter_multilist(1.8_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,14,12.520892857142856,25.88909090909091,5.6,14.109489795918368,3,7,6,1,8,1,10,1,kwaitlist,1.8,ver2,,priority,house_type,3,house_type
mean_wait_turn,ver2_nofilter_multilist(1.8_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,14,2.071428571428572,2.272727272727273,2.7,2.2448979591836733,3,7,6,1,8,1,10,1,kwaitlist,1.8,ver2,,priority,house_type,3,house_type
mean_idle_wait_turn,ver2_nofilter_multilist(1.8_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,14,1.3214285714285714,1.181818181818182,2.3,1.489795918367347,3,7,6,1,8,1,10,1,kwaitlist,1.8,ver2,,priority,house_type,3,house_type
var_mean_house_area,ver2_nofilter_multilist(1.8_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,14,,,,213.0562284811884,3,7,6,1,8,1,10,1,kwaitlist,1.8,ver2,,priority,house_type,3,house_type
Rop,ver2_nofilter_multilist(1.8_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,14,,,,306.0,3,7,6,1,8,1,10,1,kwaitlist,1.8,ver2,,priority,house_type,3,house_type
mean_house_area,ver2_nofilter_multilist(1.2_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,15,11.773888888888887,27.523636363636363,6.027500000000001,14.044150326797386,3,8,6,1,8,1,10,1,kwaitlist,1.2,ver2,,priority,house_type,3,house_type
mean_wait_turn,ver2_nofilter_multilist(1.2_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,15,2.466666666666667,2.5454545454545454,2.7,2.5294117647058822,3,8,6,1,8,1,10,1,kwaitlist,1.2,ver2,,priority,house_type,3,house_type
mean_idle_wait_turn,ver2_nofilter_multilist(1.2_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,15,2.1,1.7272727272727273,2.5,2.0980392156862746,3,8,6,1,8,1,10,1,kwaitlist,1.2,ver2,,priority,house_type,3,house_type
var_mean_house_area,ver2_nofilter_multilist(1.2_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,15,,,,231.9802868597548,3,8,6,1,8,1,10,1,kwaitlist,1.2,ver2,,priority,house_type,3,house_type
Rop,ver2_nofilter_multilist(1.2_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,15,,,,366.0,3,8,6,1,8,1,10,1,kwaitlist,1.2,ver2,,priority,house_type,3,house_type
mean_house_area,ver1_nofilter_singlelist_2t_6h(step_num(t3_h1))_p#singlelist,16,9.76661111111111,18.33545454545455,6.5515,10.98437908496732,1,10,6,1,2,3,10,2,kwaitlist,1.2,ver1,,base,single_list,2,single_list
mean_wait_turn,ver1_nofilter_singlelist_2t_6h(step_num(t3_h1))_p#singlelist,16,5.433333333333334,5.454545454545454,5.1,5.372549019607843,1,10,6,1,2,3,10,2,kwaitlist,1.2,ver1,,base,single_list,2,single_list
mean_idle_wait_turn,ver1_nofilter_singlelist_2t_6h(step_num(t3_h1))_p#singlelist,16,3.8333333333333335,3.090909090909091,3.4,3.588235294117647,1,10,6,1,2,3,10,2,kwaitlist,1.2,ver1,,base,single_list,2,single_list
var_mean_house_area,ver1_nofilter_singlelist_2t_6h(step_num(t3_h1))_p#singlelist,16,,,,175.49164267002013,1,10,6,1,2,3,10,2,kwaitlist,1.2,ver1,,base,single_list,2,single_list
Rop,ver1_nofilter_singlelist_2t_6h(step_num(t3_h1))_p#singlelist,16,,,,262.0,1,10,6,1,2,3,10,2,kwaitlist,1.2,ver1,,base,single_list,2,single_list
mean_house_area,ver2_nofilter_multilist(1.5_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,17,11.99077380952381,25.270909090909093,7.305,14.01574829931973,3,7,6,1,8,1,10,1,kwaitlist,1.5,ver2,,priority,house_type,3,house_type
mean_wait_turn,ver2_nofilter_multilist(1.5_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,17,1.8928571428571428,2.1818181818181817,2.4,2.061224489795918,3,7,6,1,8,1,10,1,kwaitlist,1.5,ver2,,priority,house_type,3,house_type
mean_idle_wait_turn,ver2_nofilter_multilist(1.5_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,17,1.6428571428571428,1.0,2.1,1.5918367346938775,3,7,6,1,8,1,10,1,kwaitlist,1.5,ver2,,priority,house_type,3,house_type
var_mean_house_area,ver2_nofilter_multilist(1.5_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,17,,,,203.02242880512748,3,7,6,1,8,1,10,1,kwaitlist,1.5,ver2,,priority,house_type,3,house_type
Rop,ver2_nofilter_multilist(1.5_k1)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose3,17,,,,274.0,3,7,6,1,8,1,10,1,kwaitlist,1.5,ver2,,priority,house_type,3,house_type
mean_house_area,ver2_nofilter_multilist(1.2_k2)_housetype_housing_points_8t_6h(step_num(t1_h1))_p#housetype_choose2,18,13.876944444444446,21.419090909090908,4.1675,13.59986928104575,3,8,6,1,8,1,10,2,kwaitlist,1.2,ver2,,housing_points,house_type,2,house_type
mean_wait_turn,ver2_nofilter_multilist(1.2_k2)_housetype_housing_points_8t_6h(step_num(t1_h1))_p#housetype_choose2,18,2.1,3.0,3.5,2.5686274509803924,3,8,6,1,8,1,10,2,kwaitlist,1.2,ver2,,housing_points,house_type,2,house_type
mean_idle_wait_turn,ver2_nofilter_multilist(1.2_k2)_housetype_housing_points_8t_6h(step_num(t1_h1))_p#housetype_choose2,18,1.9333333333333331,1.4545454545454546,2.8,2.0,3,8,6,1,8,1,10,2,kwaitlist,1.2,ver2,,housing_points,house_type,2,house_type
var_mean_house_area,ver2_nofilter_multilist(1.2_k2)_housetype_housing_points_8t_6h(step_num(t1_h1))_p#housetype_choose2,18,,,,195.21861686744413,3,8,6,1,8,1,10,2,kwaitlist,1.2,ver2,,housing_points,house_type,2,house_type
Rop,ver2_nofilter_multilist(1.2_k2)_housetype_housing_points_8t_6h(step_num(t1_h1))_p#housetype_choose2,18,,,,349.0,3,8,6,1,8,1,10,2,kwaitlist,1.2,ver2,,housing_points,house_type,2,house_type
mean_house_area,ver1_nofilter_multilist(1.2)_portion3(f_earn_money)_nopriority_8t_6h_p#portion_housesize,19,9.825055555555556,17.92,7.1235,11.04130718954248,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,"[0.3, 0.4, 0.3]",priority,portionmonthly_income,2,portion_housesize
mean_wait_turn,ver1_nofilter_multilist(1.2)_portion3(f_earn_money)_nopriority_8t_6h_p#portion_housesize,19,3.6,4.363636363636363,4.1,3.862745098039216,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,"[0.3, 0.4, 0.3]",priority,portionmonthly_income,2,portion_housesize
mean_idle_wait_turn,ver1_nofilter_multilist(1.2)_portion3(f_earn_money)_nopriority_8t_6h_p#portion_housesize,19,2.6666666666666665,2.363636363636364,1.8,2.431372549019608,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,"[0.3, 0.4, 0.3]",priority,portionmonthly_income,2,portion_housesize
var_mean_house_area,ver1_nofilter_multilist(1.2)_portion3(f_earn_money)_nopriority_8t_6h_p#portion_housesize,19,,,,172.48037617796572,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,"[0.3, 0.4, 0.3]",priority,portionmonthly_income,2,portion_housesize
Rop,ver1_nofilter_multilist(1.2)_portion3(f_earn_money)_nopriority_8t_6h_p#portion_housesize,19,,,,241.0,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,"[0.3, 0.4, 0.3]",priority,portionmonthly_income,2,portion_housesize
mean_house_area,ver1_nofilter_multilist(1.2)_portion3(f_earn_money)_priority_8t_6h_p#portion_housesize,20,10.03738888888889,17.766363636363636,6.42475,10.996062091503267,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,"[0.3, 0.4, 0.3]",priority,portionmonthly_income,2,portion_housesize
mean_wait_turn,ver1_nofilter_multilist(1.2)_portion3(f_earn_money)_priority_8t_6h_p#portion_housesize,20,3.7666666666666666,4.2727272727272725,4.4,4.0,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,"[0.3, 0.4, 0.3]",priority,portionmonthly_income,2,portion_housesize
mean_idle_wait_turn,ver1_nofilter_multilist(1.2)_portion3(f_earn_money)_priority_8t_6h_p#portion_housesize,20,2.2333333333333334,2.363636363636364,1.3,2.07843137254902,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,"[0.3, 0.4, 0.3]",priority,portionmonthly_income,2,portion_housesize
var_mean_house_area,ver1_nofilter_multilist(1.2)_portion3(f_earn_money)_priority_8t_6h_p#portion_housesize,20,,,,171.58508129298556,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,"[0.3, 0.4, 0.3]",priority,portionmonthly_income,2,portion_housesize
Rop,ver1_nofilter_multilist(1.2)_portion3(f_earn_money)_priority_8t_6h_p#portion_housesize,20,,,,250.0,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,"[0.3, 0.4, 0.3]",priority,portionmonthly_income,2,portion_housesize
mean_house_area,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#portion_rentmoney,21,5.7675,14.651818181818184,4.5085,7.436862745098039,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,,priority,multi_list,2,portion_rentmoney
mean_wait_turn,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#portion_rentmoney,21,5.033333333333333,5.0,5.4,5.098039215686274,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,,priority,multi_list,2,portion_rentmoney
mean_idle_wait_turn,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#portion_rentmoney,21,1.1,3.1818181818181817,1.1,1.5490196078431373,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,,priority,multi_list,2,portion_rentmoney
