,ex_name,multi_ex,ex_idx,3>=family_num>=2,family_num=1,family_num>3,all,group_size,ex_len,distribution_batch_house_distribution_len,distribution_batch_house_distribution_step,distribution_batch_tenant_distribution_len,distribution_batch_tenant_distribution_step,environment_max_turns,order_k,order_type,order_waitlist_ratio,policy_type,group_policy_sorting_type,group_policy_type,tenant_max_choose,community_patch_method,group_policy_portion_settings,group_policy_priority
mean_wait_turn,optimized_task_config_15,False,95.0,6.666666666666667,6.454545454545454,6.1,6.509803921568627,1.0,10.0,6.0,1.0,2.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,base,portionfamily_members_num,2.0,portion_rentmoney,[1.0],False
mean_idle_wait_turn,optimized_task_config_15,False,95.0,5.366666666666666,5.0,5.2,5.254901960784314,1.0,10.0,6.0,1.0,2.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,base,portionfamily_members_num,2.0,portion_rentmoney,[1.0],False
var_mean_house_area,optimized_task_config_15,False,95.0,,,,186.31724518935027,1.0,10.0,6.0,1.0,2.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,base,portionfamily_members_num,2.0,portion_rentmoney,[1.0],False
Rop,optimized_task_config_15,False,95.0,,,,281.0,1.0,10.0,6.0,1.0,2.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,base,portionfamily_members_num,2.0,portion_rentmoney,[1.0],False
mean_house_area,optimized_task_config_19,False,121.0,11.161,20.075454545454544,9.4025,12.73892156862745,3.0,9.0,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver2,priority,house_type,5.0,house_type,,False
mean_wait_turn,optimized_task_config_19,False,121.0,2.8,2.5454545454545454,2.5,2.6862745098039214,3.0,9.0,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver2,priority,house_type,5.0,house_type,,False
mean_idle_wait_turn,optimized_task_config_19,False,121.0,2.6,2.272727272727273,2.0,2.411764705882353,3.0,9.0,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver2,priority,house_type,5.0,house_type,,False
var_mean_house_area,optimized_task_config_19,False,121.0,,,,197.3342324698833,3.0,9.0,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver2,priority,house_type,5.0,house_type,,False
Rop,optimized_task_config_19,False,121.0,,,,285.0,3.0,9.0,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver2,priority,house_type,5.0,house_type,,False
mean_house_area,optimized_task_config_24,False,11.0,10.255999999999998,41.31,2.971,15.525490196078431,3.0,7.0,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.8,ver1,base,multi_list,2.0,house_type,,False
mean_wait_turn,optimized_task_config_24,False,11.0,3.566666666666667,1.0909090909090908,5.8,3.4705882352941178,3.0,7.0,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.8,ver1,base,multi_list,2.0,house_type,,False
mean_idle_wait_turn,optimized_task_config_24,False,11.0,3.1333333333333333,1.0,4.6,2.9607843137254903,3.0,7.0,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.8,ver1,base,multi_list,2.0,house_type,,False
var_mean_house_area,optimized_task_config_24,False,11.0,,,,274.3902906638473,3.0,7.0,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.8,ver1,base,multi_list,2.0,house_type,,False
Rop,optimized_task_config_24,False,11.0,,,,429.0,3.0,7.0,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.8,ver1,base,multi_list,2.0,house_type,,False
mean_house_area,optimized_task_config_27,False,96.0,5.867055555555555,3.5090909090909093,7.4275,5.664444444444444,3.0,9.0,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,2.4,ver2,priority,house_type,2.0,portion_housesize,,False
mean_wait_turn,optimized_task_config_27,False,96.0,3.866666666666666,5.181818181818182,3.9,4.15686274509804,3.0,9.0,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,2.4,ver2,priority,house_type,2.0,portion_housesize,,False
mean_idle_wait_turn,optimized_task_config_27,False,96.0,1.2,1.0,1.3,1.1764705882352942,3.0,9.0,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,2.4,ver2,priority,house_type,2.0,portion_housesize,,False
var_mean_house_area,optimized_task_config_27,False,96.0,,,,88.01691031227304,3.0,9.0,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,2.4,ver2,priority,house_type,2.0,portion_housesize,,False
Rop,optimized_task_config_27,False,96.0,,,,125.0,3.0,9.0,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,2.4,ver2,priority,house_type,2.0,portion_housesize,,False
mean_house_area,optimized_task_config_4,False,42.0,7.476166666666666,34.373636363636365,5.9475,12.977843137254904,3.0,10.0,6.0,1.0,8.0,1.0,10.0,3.0,kwaitlist,1.2,ver1,priority,multi_list,3.0,house_type,,False
mean_wait_turn,optimized_task_config_4,False,42.0,4.566666666666666,1.6363636363636365,4.5,3.92156862745098,3.0,10.0,6.0,1.0,8.0,1.0,10.0,3.0,kwaitlist,1.2,ver1,priority,multi_list,3.0,house_type,,False
mean_idle_wait_turn,optimized_task_config_4,False,42.0,3.9,1.0,4.3,3.3529411764705883,3.0,10.0,6.0,1.0,8.0,1.0,10.0,3.0,kwaitlist,1.2,ver1,priority,multi_list,3.0,house_type,,False
var_mean_house_area,optimized_task_config_4,False,42.0,,,,264.1929836921698,3.0,10.0,6.0,1.0,8.0,1.0,10.0,3.0,kwaitlist,1.2,ver1,priority,multi_list,3.0,house_type,,False
Rop,optimized_task_config_4,False,42.0,,,,368.0,3.0,10.0,6.0,1.0,8.0,1.0,10.0,3.0,kwaitlist,1.2,ver1,priority,multi_list,3.0,house_type,,False
mean_house_area,optimized_task_config_6,False,92.0,8.869777777777779,41.36000000000001,4.279999999999999,14.97751633986928,3.0,10.0,3.0,1.0,2.0,1.0,10.0,3.0,kwaitlist,1.5,ver1,base,multi_list,3.0,house_type,,False
mean_wait_turn,optimized_task_config_6,False,92.0,6.566666666666666,1.2727272727272727,7.2,5.549019607843137,3.0,10.0,3.0,1.0,2.0,1.0,10.0,3.0,kwaitlist,1.5,ver1,base,multi_list,3.0,house_type,,False
mean_idle_wait_turn,optimized_task_config_6,False,92.0,5.4,1.181818181818182,5.3,4.470588235294118,3.0,10.0,3.0,1.0,2.0,1.0,10.0,3.0,kwaitlist,1.5,ver1,base,multi_list,3.0,house_type,,False
var_mean_house_area,optimized_task_config_6,False,92.0,,,,278.42656932162845,3.0,10.0,3.0,1.0,2.0,1.0,10.0,3.0,kwaitlist,1.5,ver1,base,multi_list,3.0,house_type,,False
Rop,optimized_task_config_6,False,92.0,,,,421.0,3.0,10.0,3.0,1.0,2.0,1.0,10.0,3.0,kwaitlist,1.5,ver1,base,multi_list,3.0,house_type,,False
mean_house_area,ver1_nofilter_multilist(1.2)_multilist_housing_points_8t_6h_p#housetype,False,60.0,9.620444444444445,37.85090909090909,4.401,14.6859477124183,3.0,7.0,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,housing_points,multi_list,2.0,house_type,,
mean_wait_turn,ver1_nofilter_multilist(1.2)_multilist_housing_points_8t_6h_p#housetype,False,60.0,3.866666666666666,1.6363636363636365,4.9,3.588235294117647,3.0,7.0,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,housing_points,multi_list,2.0,house_type,,
mean_idle_wait_turn,ver1_nofilter_multilist(1.2)_multilist_housing_points_8t_6h_p#housetype,False,60.0,3.8333333333333335,1.0909090909090908,4.7,3.411764705882353,3.0,7.0,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,housing_points,multi_list,2.0,house_type,,
var_mean_house_area,ver1_nofilter_multilist(1.2)_multilist_housing_points_8t_6h_p#housetype,False,60.0,,,,268.24880939595886,3.0,7.0,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,housing_points,multi_list,2.0,house_type,,
Rop,ver1_nofilter_multilist(1.2)_multilist_housing_points_8t_6h_p#housetype,False,60.0,,,,400.0,3.0,7.0,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,housing_points,multi_list,2.0,house_type,,
mean_house_area,ver1_nofilter_multilist(1.2)_multilist_nopriority_8t_6h_p#housetype,True,64.0,9.5559$\pm$0.0006,32.4473$\pm$1.9264,4.5462$\pm$0.0012,13.5110$\pm$0.4156,3.0,8.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,base,multi_list,2.0,house_type,,
mean_wait_turn,ver1_nofilter_multilist(1.2)_multilist_nopriority_8t_6h_p#housetype,True,64.0,3.7500$\pm$0.0500,2.3636$\pm$0.1818,5.1000$\pm$0.0000,3.7157$\pm$0.0098,3.0,8.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,base,multi_list,2.0,house_type,,
mean_idle_wait_turn,ver1_nofilter_multilist(1.2)_multilist_nopriority_8t_6h_p#housetype,True,64.0,3.6167$\pm$0.0833,1.0909$\pm$0.0000,5.0500$\pm$0.0500,3.3529$\pm$0.0588,3.0,8.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,base,multi_list,2.0,house_type,,
var_mean_house_area,ver1_nofilter_multilist(1.2)_multilist_nopriority_8t_6h_p#housetype,True,64.0,,,,252.6013$\pm$8.0351,3.0,8.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,base,multi_list,2.0,house_type,,
Rop,ver1_nofilter_multilist(1.2)_multilist_nopriority_8t_6h_p#housetype,True,64.0,,,,354.0000$\pm$13.0000,3.0,8.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,base,multi_list,2.0,house_type,,
mean_house_area,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#housetype,True,113.0,10.2334$\pm$0.0259,39.3032$\pm$2.0386,3.0217$\pm$0.0583,15.0893$\pm$0.4435,3.0,7.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,multi_list,2.0,house_type,,
mean_wait_turn,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#housetype,True,113.0,3.6167$\pm$0.0167,1.5000$\pm$0.4091,5.7000$\pm$0.1000,3.5686$\pm$0.0784,3.0,7.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,multi_list,2.0,house_type,,
mean_idle_wait_turn,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#housetype,True,113.0,3.6000$\pm$0.0000,1.0909$\pm$0.0000,4.5500$\pm$0.1500,3.2451$\pm$0.0294,3.0,7.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,multi_list,2.0,house_type,,
var_mean_house_area,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#housetype,True,113.0,,,,268.1625$\pm$6.5612,3.0,7.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,multi_list,2.0,house_type,,
Rop,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#housetype,True,113.0,,,,414.5000$\pm$16.5000,3.0,7.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,multi_list,2.0,house_type,,
mean_house_area,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#portion_housesize,True,13.0,3.0542$\pm$1.4300,17.7755$\pm$0.0000,3.7200$\pm$0.7100,6.3599$\pm$0.9804,3.0,9.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,multi_list,2.0,portion_housesize,,
mean_wait_turn,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#portion_housesize,True,13.0,6.1000$\pm$0.2667,4.4091$\pm$0.1364,5.3000$\pm$0.3000,5.5784$\pm$0.2451,3.0,9.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,multi_list,2.0,portion_housesize,,
mean_idle_wait_turn,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#portion_housesize,True,13.0,1.0667$\pm$0.0000,3.5909$\pm$0.5909,1.1000$\pm$0.0000,1.6176$\pm$0.1275,3.0,9.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,multi_list,2.0,portion_housesize,,
var_mean_house_area,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#portion_housesize,True,13.0,,,,164.3237$\pm$7.6080,3.0,9.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,multi_list,2.0,portion_housesize,,
Rop,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#portion_housesize,True,13.0,,,,230.5000$\pm$10.5000,3.0,9.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,multi_list,2.0,portion_housesize,,
mean_house_area,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#portion_rentmoney,True,57.0,5.0749$\pm$0.0070,14.6518$\pm$0.0000,5.0873$\pm$0.6623,7.1430$\pm$0.1340,3.0,10.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,multi_list,2.0,portion_rentmoney,,
mean_wait_turn,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#portion_rentmoney,True,57.0,5.3500$\pm$0.0167,5.0000$\pm$0.0000,4.6500$\pm$0.1500,5.1373$\pm$0.0392,3.0,10.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,multi_list,2.0,portion_rentmoney,,
mean_idle_wait_turn,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#portion_rentmoney,True,57.0,1.1500$\pm$0.0500,3.8182$\pm$0.0000,1.4500$\pm$0.3500,1.7843$\pm$0.0980,3.0,10.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,multi_list,2.0,portion_rentmoney,,
var_mean_house_area,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#portion_rentmoney,True,57.0,,,,160.3916$\pm$0.1601,3.0,10.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,multi_list,2.0,portion_rentmoney,,
Rop,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#portion_rentmoney,True,57.0,,,,205.0000$\pm$9.0000,3.0,10.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,multi_list,2.0,portion_rentmoney,,
mean_house_area,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#random_avg,True,59.0,1.7769$\pm$1.1091,26.5423$\pm$3.9386,0.7712$\pm$0.7712,6.9212$\pm$1.6531,3.0,10.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,multi_list,2.0,random_avg,,
mean_wait_turn,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#random_avg,True,59.0,6.2000$\pm$0.3667,3.2727$\pm$0.5455,6.5000$\pm$0.2000,5.6275$\pm$0.3725,3.0,10.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,multi_list,2.0,random_avg,,
mean_idle_wait_turn,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#random_avg,True,59.0,2.6000$\pm$0.6000,1.0000$\pm$0.0000,2.9500$\pm$0.5500,2.3235$\pm$0.4608,3.0,10.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,multi_list,2.0,random_avg,,
var_mean_house_area,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#random_avg,True,59.0,,,,215.5981$\pm$32.7551,3.0,10.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,multi_list,2.0,random_avg,,
Rop,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#random_avg,True,59.0,,,,289.5000$\pm$45.5000,3.0,10.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,multi_list,2.0,random_avg,,
mean_house_area,ver1_nofilter_multilist(1.2)_portion1(f_member_num)_priority_8t_6h_p#portion_housesize,True,47.0,9.7639$\pm$0.3617,22.3859$\pm$5.0032,7.8636$\pm$1.8311,12.1137$\pm$0.9329,1.0,10.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2.0,portion_housesize,[1],
mean_wait_turn,ver1_nofilter_multilist(1.2)_portion1(f_member_num)_priority_8t_6h_p#portion_housesize,True,47.0,3.3833$\pm$0.0167,3.8182$\pm$0.6364,3.6000$\pm$0.7000,3.5196$\pm$0.0098,1.0,10.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2.0,portion_housesize,[1],
mean_idle_wait_turn,ver1_nofilter_multilist(1.2)_portion1(f_member_num)_priority_8t_6h_p#portion_housesize,True,47.0,2.4000$\pm$0.1000,2.3636$\pm$0.1818,2.3500$\pm$0.3500,2.3824$\pm$0.1667,1.0,10.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2.0,portion_housesize,[1],
var_mean_house_area,ver1_nofilter_multilist(1.2)_portion1(f_member_num)_priority_8t_6h_p#portion_housesize,True,47.0,,,,190.7607$\pm$28.2163,1.0,10.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2.0,portion_housesize,[1],
Rop,ver1_nofilter_multilist(1.2)_portion1(f_member_num)_priority_8t_6h_p#portion_housesize,True,47.0,,,,270.0000$\pm$36.0000,1.0,10.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2.0,portion_housesize,[1],
mean_house_area,ver1_nofilter_multilist(1.2)_portion2(f_member_num)_priority_8t_6h_p#portion_housesize,True,39.0,10.6837$\pm$0.8720,21.7264$\pm$0.5009,7.6573$\pm$1.7298,12.4720$\pm$0.2818,2.0,10.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2.0,portion_housesize,"[0.5, 0.5]",
mean_wait_turn,ver1_nofilter_multilist(1.2)_portion2(f_member_num)_priority_8t_6h_p#portion_housesize,True,39.0,3.8167$\pm$0.2500,3.7273$\pm$0.0000,3.4000$\pm$0.7000,3.7157$\pm$0.0098,2.0,10.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2.0,portion_housesize,"[0.5, 0.5]",
mean_idle_wait_turn,ver1_nofilter_multilist(1.2)_portion2(f_member_num)_priority_8t_6h_p#portion_housesize,True,39.0,2.0500$\pm$0.1833,2.5455$\pm$0.0000,1.5000$\pm$0.2000,2.0490$\pm$0.1471,2.0,10.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2.0,portion_housesize,"[0.5, 0.5]",
var_mean_house_area,ver1_nofilter_multilist(1.2)_portion2(f_member_num)_priority_8t_6h_p#portion_housesize,True,39.0,,,,188.1514$\pm$6.9376,2.0,10.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2.0,portion_housesize,"[0.5, 0.5]",
Rop,ver1_nofilter_multilist(1.2)_portion2(f_member_num)_priority_8t_6h_p#portion_housesize,True,39.0,,,,268.0000$\pm$24.0000,2.0,10.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2.0,portion_housesize,"[0.5, 0.5]",
mean_house_area,ver1_nofilter_multilist(1.2)_portion3(f_member_num)_priority_8t_6h_p#portion_housesize,True,98.0,11.9364$\pm$0.6503,14.4909$\pm$0.7609,7.8294$\pm$1.2379,11.6821$\pm$0.3039,3.0,10.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2.0,portion_housesize,"[0.3, 0.4, 0.3]",
mean_wait_turn,ver1_nofilter_multilist(1.2)_portion3(f_member_num)_priority_8t_6h_p#portion_housesize,True,98.0,3.1167$\pm$0.1167,5.6364$\pm$0.1818,3.6000$\pm$0.0000,3.7549$\pm$0.1078,3.0,10.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2.0,portion_housesize,"[0.3, 0.4, 0.3]",
mean_idle_wait_turn,ver1_nofilter_multilist(1.2)_portion3(f_member_num)_priority_8t_6h_p#portion_housesize,True,98.0,2.1667$\pm$0.0667,2.9091$\pm$0.0909,3.0000$\pm$0.1000,2.4902$\pm$0.0392,3.0,10.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2.0,portion_housesize,"[0.3, 0.4, 0.3]",
var_mean_house_area,ver1_nofilter_multilist(1.2)_portion3(f_member_num)_priority_8t_6h_p#portion_housesize,True,98.0,,,,159.9076$\pm$9.4210,3.0,10.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2.0,portion_housesize,"[0.3, 0.4, 0.3]",
Rop,ver1_nofilter_multilist(1.2)_portion3(f_member_num)_priority_8t_6h_p#portion_housesize,True,98.0,,,,254.5000$\pm$23.5000,3.0,10.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2.0,portion_housesize,"[0.3, 0.4, 0.3]",
mean_house_area,ver1_nofilter_multilist(1.2)_portion3(f_member_num)_priority_8t_6h_p#portion_rent_money,True,5.0,11.1291$\pm$0.0816,14.4518$\pm$0.0000,9.2159$\pm$0.1864,11.4706$\pm$0.0114,3.0,10.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2.0,portion_rentmoney,"[0.3, 0.4, 0.3]",
mean_wait_turn,ver1_nofilter_multilist(1.2)_portion3(f_member_num)_priority_8t_6h_p#portion_rent_money,True,5.0,3.2833$\pm$0.0167,4.6818$\pm$0.0455,3.3000$\pm$0.2000,3.5882$\pm$0.0196,3.0,10.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2.0,portion_rentmoney,"[0.3, 0.4, 0.3]",
mean_idle_wait_turn,ver1_nofilter_multilist(1.2)_portion3(f_member_num)_priority_8t_6h_p#portion_rent_money,True,5.0,2.2500$\pm$0.0167,4.4545$\pm$0.0000,2.5000$\pm$0.0000,2.7745$\pm$0.0098,3.0,10.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2.0,portion_rentmoney,"[0.3, 0.4, 0.3]",
var_mean_house_area,ver1_nofilter_multilist(1.2)_portion3(f_member_num)_priority_8t_6h_p#portion_rent_money,True,5.0,,,,159.3444$\pm$0.4517,3.0,10.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2.0,portion_rentmoney,"[0.3, 0.4, 0.3]",
Rop,ver1_nofilter_multilist(1.2)_portion3(f_member_num)_priority_8t_6h_p#portion_rent_money,True,5.0,,,,251.5000$\pm$1.5000,3.0,10.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,2.0,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2.0,portion_rentmoney,"[0.3, 0.4, 0.3]",
