type_indicator,ex_name,ex_idx,3>=family_num>=2,family_num=1,family_num>3,all,group_size,ex_len,distribution_batch_house_distribution_len,distribution_batch_house_distribution_step,distribution_batch_tenant_distribution_len,distribution_batch_tenant_distribution_step,environment_max_turns,order_k,order_type,order_waitlist_ratio,policy_type,group_policy_sorting_type,group_policy_type,tenant_max_choose,community_patch_method,group_policy_portion_settings,group_policy_priority
mean_house_area,ver1_nofilter_multilist(1.2)_portion3(f_rent_money_budget)_priority_8t_6h_p#portion_rent_money,12,20.00541666666667,39.462,13.7375,22.54169871794872,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionmonthly_rent_budget,2,portion_rentmoney,"[0.3, 0.4, 0.3]",
mean_wait_turn,ver1_nofilter_multilist(1.2)_portion3(f_rent_money_budget)_priority_8t_6h_p#portion_rent_money,12,1.875,1.2,2.2,1.807692307692308,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionmonthly_rent_budget,2,portion_rentmoney,"[0.3, 0.4, 0.3]",
mean_idle_wait_turn,ver1_nofilter_multilist(1.2)_portion3(f_rent_money_budget)_priority_8t_6h_p#portion_rent_money,12,1.75,1.0,2.0,1.6538461538461535,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionmonthly_rent_budget,2,portion_rentmoney,"[0.3, 0.4, 0.3]",
var_mean_house_area,ver1_nofilter_multilist(1.2)_portion3(f_rent_money_budget)_priority_8t_6h_p#portion_rent_money,12,,,,86.63409692739151,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionmonthly_rent_budget,2,portion_rentmoney,"[0.3, 0.4, 0.3]",
Rop,ver1_nofilter_multilist(1.2)_portion3(f_rent_money_budget)_priority_8t_6h_p#portion_rent_money,12,,,,31.0,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionmonthly_rent_budget,2,portion_rentmoney,"[0.3, 0.4, 0.3]",
mean_house_area,ver1_nofilter_multilist(1.2)_portion3(f_rent_money_budget)_priority_8t_6h_p#portion_rent_money,13,19.92703703703704,39.275,12.774375,21.803237179487176,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionmonthly_rent_budget,2,portion_rentmoney,"[0.3, 0.4, 0.3]",
mean_wait_turn,ver1_nofilter_multilist(1.2)_portion3(f_rent_money_budget)_priority_8t_6h_p#portion_rent_money,13,1.8888888888888888,1.25,2.0,1.807692307692308,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionmonthly_rent_budget,2,portion_rentmoney,"[0.3, 0.4, 0.3]",
mean_idle_wait_turn,ver1_nofilter_multilist(1.2)_portion3(f_rent_money_budget)_priority_8t_6h_p#portion_rent_money,13,1.6111111111111112,1.0,2.0,1.5769230769230769,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionmonthly_rent_budget,2,portion_rentmoney,"[0.3, 0.4, 0.3]",
var_mean_house_area,ver1_nofilter_multilist(1.2)_portion3(f_rent_money_budget)_priority_8t_6h_p#portion_rent_money,13,,,,73.65493741062623,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionmonthly_rent_budget,2,portion_rentmoney,"[0.3, 0.4, 0.3]",
Rop,ver1_nofilter_multilist(1.2)_portion3(f_rent_money_budget)_priority_8t_6h_p#portion_rent_money,13,,,,41.0,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionmonthly_rent_budget,2,portion_rentmoney,"[0.3, 0.4, 0.3]",
mean_house_area,optimized_task_config_52,14,20.765520833333333,42.46666666666666,13.344666666666669,23.825583333333327,3,10,6,1,8,1,11,4,kwaitlist,1.2,ver1,priority,house_type,5,house_type,,
mean_wait_turn,optimized_task_config_52,14,2.6875,2.5,3.333333333333333,2.7857142857142856,3,10,6,1,8,1,11,4,kwaitlist,1.2,ver1,priority,house_type,5,house_type,,
mean_idle_wait_turn,optimized_task_config_52,14,2.5,1.5,2.6666666666666665,2.321428571428572,3,10,6,1,8,1,11,4,kwaitlist,1.2,ver1,priority,house_type,5,house_type,,
var_mean_house_area,optimized_task_config_52,14,,,,109.56050938591268,3,10,6,1,8,1,11,4,kwaitlist,1.2,ver1,priority,house_type,5,house_type,,
Rop,optimized_task_config_52,14,,,,46.0,3,10,6,1,8,1,11,4,kwaitlist,1.2,ver1,priority,house_type,5,house_type,,
mean_house_area,ver1_nofilter_singlelist_5t_6h_p#singlelist,15,20.00821428571428,42.81333333333333,13.82214285714286,23.47222222222222,1,10,6,1,5,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
mean_wait_turn,ver1_nofilter_singlelist_5t_6h_p#singlelist,15,2.142857142857143,2.5,3.2857142857142856,2.5185185185185186,1,10,6,1,5,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
mean_idle_wait_turn,ver1_nofilter_singlelist_5t_6h_p#singlelist,15,1.9285714285714288,2.1666666666666665,3.0,2.259259259259259,1,10,6,1,5,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
var_mean_house_area,ver1_nofilter_singlelist_5t_6h_p#singlelist,15,,,,123.21039588477366,1,10,6,1,5,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
Rop,ver1_nofilter_singlelist_5t_6h_p#singlelist,15,,,,67.0,1,10,6,1,5,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
mean_house_area,ver1_nofilter_singlelist_5t_6h_p#singlelist,16,20.961145833333333,40.70857142857143,13.578333333333331,25.425897435897436,1,10,6,1,5,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
mean_wait_turn,ver1_nofilter_singlelist_5t_6h_p#singlelist,16,2.4375,2.2857142857142856,3.333333333333333,2.5,1,10,6,1,5,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
mean_idle_wait_turn,ver1_nofilter_singlelist_5t_6h_p#singlelist,16,2.3125,2.0,3.0,2.3076923076923075,1,10,6,1,5,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
var_mean_house_area,ver1_nofilter_singlelist_5t_6h_p#singlelist,16,,,,108.87237910913872,1,10,6,1,5,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
Rop,ver1_nofilter_singlelist_5t_6h_p#singlelist,16,,,,48.0,1,10,6,1,5,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
mean_house_area,optimized_task_config_210,17,21.99277777777778,,11.525,19.375833333333333,3,2,3,1,8,5,10,2,kwaitlist,1.2,ver2,base,house_type,2,house_type,,False
mean_wait_turn,optimized_task_config_210,17,1.0,,1.0,1.0,3,2,3,1,8,5,10,2,kwaitlist,1.2,ver2,base,house_type,2,house_type,,False
mean_idle_wait_turn,optimized_task_config_210,17,1.0,,1.0,1.0,3,2,3,1,8,5,10,2,kwaitlist,1.2,ver2,base,house_type,2,house_type,,False
var_mean_house_area,optimized_task_config_210,17,,,,23.20568125,3,2,3,1,8,5,10,2,kwaitlist,1.2,ver2,base,house_type,2,house_type,,False
Rop,optimized_task_config_210,17,,,,2.0,3,2,3,1,8,5,10,2,kwaitlist,1.2,ver2,base,house_type,2,house_type,,False
mean_house_area,optimized_task_config_78,18,21.406666666666663,39.27,12.823125,24.10466049382716,3,10,3,1,8,1,10,4,kwaitlist,1.2,ver2,housing_points,house_type,7,house_type,,False
mean_wait_turn,optimized_task_config_78,18,1.8235294117647056,1.8333333333333333,1.25,1.7407407407407407,3,10,3,1,8,1,10,4,kwaitlist,1.2,ver2,housing_points,house_type,7,house_type,,False
mean_idle_wait_turn,optimized_task_config_78,18,1.3529411764705883,1.0,1.25,1.2592592592592593,3,10,3,1,8,1,10,4,kwaitlist,1.2,ver2,housing_points,house_type,7,house_type,,False
var_mean_house_area,optimized_task_config_78,18,,,,89.36701812033226,3,10,3,1,8,1,10,4,kwaitlist,1.2,ver2,housing_points,house_type,7,house_type,,False
Rop,optimized_task_config_78,18,,,,44.0,3,10,3,1,8,1,10,4,kwaitlist,1.2,ver2,housing_points,house_type,7,house_type,,False
mean_house_area,optimized_task_config_91,19,22.395,36.08,12.175,25.25333333333333,3,3,6,1,8,4,13,2,kwaitlist,1.2,ver2,priority,house_type,2,house_type,,False
mean_wait_turn,optimized_task_config_91,19,2.0,1.0,2.0,1.6666666666666667,3,3,6,1,8,4,13,2,kwaitlist,1.2,ver2,priority,house_type,2,house_type,,False
mean_idle_wait_turn,optimized_task_config_91,19,2.0,1.0,2.0,1.6666666666666667,3,3,6,1,8,4,13,2,kwaitlist,1.2,ver2,priority,house_type,2,house_type,,False
var_mean_house_area,optimized_task_config_91,19,,,,96.11031388888888,3,3,6,1,8,4,13,2,kwaitlist,1.2,ver2,priority,house_type,2,house_type,,False
Rop,optimized_task_config_91,19,,,,3.0,3,3,6,1,8,4,13,2,kwaitlist,1.2,ver2,priority,house_type,2,house_type,,False
mean_house_area,optimized_task_config_110,20,22.0875,36.18,12.1875,25.7445,3,1,3,1,9,3,14,2,kwaitlist,1.2,ver2,priority,house_type,2,house_type,,False
mean_wait_turn,optimized_task_config_110,20,1.0,1.0,1.0,1.0,3,1,3,1,9,3,14,2,kwaitlist,1.2,ver2,priority,house_type,2,house_type,,False
mean_idle_wait_turn,optimized_task_config_110,20,1.0,1.0,1.0,1.0,3,1,3,1,9,3,14,2,kwaitlist,1.2,ver2,priority,house_type,2,house_type,,False
var_mean_house_area,optimized_task_config_110,20,,,,115.769396,3,1,3,1,9,3,14,2,kwaitlist,1.2,ver2,priority,house_type,2,house_type,,False
Rop,optimized_task_config_110,20,,,,1.0,3,1,3,1,9,3,14,2,kwaitlist,1.2,ver2,priority,house_type,2,house_type,,False
mean_house_area,optimized_task_config_24,21,20.134537037037035,42.58,14.4175,23.121755952380955,3,7,6,1,1,1,10,2,kwaitlist,1.2,ver2,base,house_type,2,house_type,,
mean_wait_turn,optimized_task_config_24,21,4.666666666666667,4.0,3.2,4.285714285714286,3,7,6,1,1,1,10,2,kwaitlist,1.2,ver2,base,house_type,2,house_type,,
mean_idle_wait_turn,optimized_task_config_24,21,4.5,4.0,3.2,4.178571428571429,3,7,6,1,1,1,10,2,kwaitlist,1.2,ver2,base,house_type,2,house_type,,
var_mean_house_area,optimized_task_config_24,21,,,,98.65388811206776,3,7,6,1,1,1,10,2,kwaitlist,1.2,ver2,base,house_type,2,house_type,,
Rop,optimized_task_config_24,21,,,,51.0,3,7,6,1,1,1,10,2,kwaitlist,1.2,ver2,base,house_type,2,house_type,,
mean_house_area,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#portion_housesize,22,22.42083333333333,39.106,14.766666666666666,26.73964285714285,3,9,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,multi_list,2,portion_housesize,,
mean_wait_turn,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#portion_housesize,22,1.0,2.6,1.0,1.5714285714285714,3,9,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,multi_list,2,portion_housesize,,
mean_idle_wait_turn,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#portion_housesize,22,1.0,2.4,1.0,1.5,3,9,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,multi_list,2,portion_housesize,,
var_mean_house_area,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#portion_housesize,22,,,,107.59091951530613,3,9,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,multi_list,2,portion_housesize,,
Rop,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#portion_housesize,22,,,,5.0,3,9,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,multi_list,2,portion_housesize,,
mean_house_area,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#portion_housesize,23,24.3625,39.106,15.05,30.48388888888889,3,9,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,multi_list,2,portion_housesize,,
mean_wait_turn,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#portion_housesize,23,1.0,2.0,2.0,1.7777777777777777,3,9,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,multi_list,2,portion_housesize,,
mean_idle_wait_turn,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#portion_housesize,23,1.0,2.0,1.5,1.6666666666666667,3,9,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,multi_list,2,portion_housesize,,
var_mean_house_area,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#portion_housesize,23,,,,122.7760598765432,3,9,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,multi_list,2,portion_housesize,,
Rop,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#portion_housesize,23,,,,0.0,3,9,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,multi_list,2,portion_housesize,,
mean_house_area,ver1_nofilter_multilist(1.8)_portion3(f_member_num)_priority_8t_6h_p#portion_housesize,24,20.86705882352941,39.126,14.5975,23.087314814814818,3,8,6,1,8,1,10,2,kwaitlist,1.8,ver1,priority,portionfamily_members_num,2,portion_housesize,"[0.3, 0.4, 0.3]",
mean_wait_turn,ver1_nofilter_multilist(1.8)_portion3(f_member_num)_priority_8t_6h_p#portion_housesize,24,1.3529411764705883,2.0,1.6,1.5185185185185186,3,8,6,1,8,1,10,2,kwaitlist,1.8,ver1,priority,portionfamily_members_num,2,portion_housesize,"[0.3, 0.4, 0.3]",
mean_idle_wait_turn,ver1_nofilter_multilist(1.8)_portion3(f_member_num)_priority_8t_6h_p#portion_housesize,24,1.0,1.8,1.6,1.2592592592592593,3,8,6,1,8,1,10,2,kwaitlist,1.8,ver1,priority,portionfamily_members_num,2,portion_housesize,"[0.3, 0.4, 0.3]",
var_mean_house_area,ver1_nofilter_multilist(1.8)_portion3(f_member_num)_priority_8t_6h_p#portion_housesize,24,,,,75.02660454389576,3,8,6,1,8,1,10,2,kwaitlist,1.8,ver1,priority,portionfamily_members_num,2,portion_housesize,"[0.3, 0.4, 0.3]",
Rop,ver1_nofilter_multilist(1.8)_portion3(f_member_num)_priority_8t_6h_p#portion_housesize,24,,,,21.0,3,8,6,1,8,1,10,2,kwaitlist,1.8,ver1,priority,portionfamily_members_num,2,portion_housesize,"[0.3, 0.4, 0.3]",
