,ex_name,multi_ex,3>=family_num>=2,family_num=1,family_num>3,all,ex_len,distribution_batch_house_distribution_len,distribution_batch_house_distribution_step,distribution_batch_tenant_distribution_len,distribution_batch_tenant_distribution_step,environment_max_turns,order_type,order_waitlist_ratio,order_k,policy_type,group_policy_type,group_policy_portion_settings,group_policy_portion_attribute,group_policy_priority,tenant_max_choose,community_patch_method
var_mean_house_area,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#portion_housesize,False,,,,123.02797596010085,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,multi_list,,,True,2.0,portion_housesize
Rop,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#portion_housesize,False,,,,183.0,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,multi_list,,,True,2.0,portion_housesize
mean_house_area,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#portion_rentmoney,True,3.6158$\pm$0.8119,14.6518$\pm$0.0000,4.3948$\pm$1.3938,6.1488$\pm$0.7509,10.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,multi_list,,,True,2.0,portion_rentmoney
mean_wait_turn,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#portion_rentmoney,True,5.6500$\pm$0.0500,5.0909$\pm$0.0909,5.0000$\pm$0.6000,5.4020$\pm$0.1667,10.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,multi_list,,,True,2.0,portion_rentmoney
var_mean_house_area,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#portion_rentmoney,True,nan$\pm$nan,nan$\pm$nan,nan$\pm$nan,152.3590$\pm$6.2315,10.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,multi_list,,,True,2.0,portion_rentmoney
Rop,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#portion_rentmoney,True,nan$\pm$nan,nan$\pm$nan,nan$\pm$nan,187.5000$\pm$6.5000,10.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,multi_list,,,True,2.0,portion_rentmoney
mean_house_area,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#random_avg,True,1.4233$\pm$0.0330,21.1277$\pm$1.2623,0.7512$\pm$0.7512,5.5415$\pm$0.1055,10.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,multi_list,,,True,2.0,random_avg
mean_wait_turn,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#random_avg,True,6.2667$\pm$0.0667,4.5000$\pm$0.6818,6.4000$\pm$0.3000,5.9118$\pm$0.0490,10.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,multi_list,,,True,2.0,random_avg
var_mean_house_area,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#random_avg,True,nan$\pm$nan,nan$\pm$nan,nan$\pm$nan,184.4492$\pm$3.2907,10.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,multi_list,,,True,2.0,random_avg
Rop,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#random_avg,True,nan$\pm$nan,nan$\pm$nan,nan$\pm$nan,236.0000$\pm$22.0000,10.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,multi_list,,,True,2.0,random_avg
mean_house_area,ver1_nofilter_multilist(1.2)_portion(f_member_num)_priority_8t_6h_p#random_avg,False,7.820666666666666,19.922727272727272,1.45,9.181764705882353,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,portion,"[0.2, 0.3, 0.3, 0.2]",family_members_num,True,2.0,random_avg
mean_wait_turn,ver1_nofilter_multilist(1.2)_portion(f_member_num)_priority_8t_6h_p#random_avg,False,4.466666666666667,4.636363636363637,6.1,4.823529411764706,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,portion,"[0.2, 0.3, 0.3, 0.2]",family_members_num,True,2.0,random_avg
var_mean_house_area,ver1_nofilter_multilist(1.2)_portion(f_member_num)_priority_8t_6h_p#random_avg,False,,,,203.4897174740484,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,portion,"[0.2, 0.3, 0.3, 0.2]",family_members_num,True,2.0,random_avg
Rop,ver1_nofilter_multilist(1.2)_portion(f_member_num)_priority_8t_6h_p#random_avg,False,,,,322.0,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,portion,"[0.2, 0.3, 0.3, 0.2]",family_members_num,True,2.0,random_avg
mean_house_area,ver1_nofilter_multilist(1.2)_portion1(f_member_num)_priority_8t_6h_p#portion_housesize,True,9.7777$\pm$0.2781,16.3595$\pm$4.0414,5.6354$\pm$1.1404,10.3851$\pm$0.8117,8.5000$\pm$0.5000,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,portion,[1],family_members_num,True,2.0,portion_housesize
mean_wait_turn,ver1_nofilter_multilist(1.2)_portion1(f_member_num)_priority_8t_6h_p#portion_housesize,True,3.2167$\pm$0.2500,3.9091$\pm$0.6364,3.8000$\pm$0.0000,3.4804$\pm$0.2843,8.5000$\pm$0.5000,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,portion,[1],family_members_num,True,2.0,portion_housesize
var_mean_house_area,ver1_nofilter_multilist(1.2)_portion1(f_member_num)_priority_8t_6h_p#portion_housesize,True,nan$\pm$nan,nan$\pm$nan,nan$\pm$nan,188.9582$\pm$22.1437,8.5000$\pm$0.5000,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,portion,[1],family_members_num,True,2.0,portion_housesize
Rop,ver1_nofilter_multilist(1.2)_portion1(f_member_num)_priority_8t_6h_p#portion_housesize,True,nan$\pm$nan,nan$\pm$nan,nan$\pm$nan,286.5000$\pm$49.5000,8.5000$\pm$0.5000,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,portion,[1],family_members_num,True,2.0,portion_housesize
mean_house_area,ver1_nofilter_multilist(1.2)_portion2(f_member_num)_priority_8t_6h_p#portion_housesize,True,9.0751$\pm$0.4507,21.5095$\pm$4.1768,5.4510$\pm$2.8298,11.0464$\pm$1.7208,9.5000$\pm$0.5000,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,portion,"[0.5, 0.5]",family_members_num,True,2.0,portion_housesize
mean_wait_turn,ver1_nofilter_multilist(1.2)_portion2(f_member_num)_priority_8t_6h_p#portion_housesize,True,3.8500$\pm$0.1500,3.9091$\pm$0.0909,4.2000$\pm$0.6000,3.9314$\pm$0.0098,9.5000$\pm$0.5000,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,portion,"[0.5, 0.5]",family_members_num,True,2.0,portion_housesize
var_mean_house_area,ver1_nofilter_multilist(1.2)_portion2(f_member_num)_priority_8t_6h_p#portion_housesize,True,nan$\pm$nan,nan$\pm$nan,nan$\pm$nan,190.9230$\pm$12.9160,9.5000$\pm$0.5000,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,portion,"[0.5, 0.5]",family_members_num,True,2.0,portion_housesize
Rop,ver1_nofilter_multilist(1.2)_portion2(f_member_num)_priority_8t_6h_p#portion_housesize,True,nan$\pm$nan,nan$\pm$nan,nan$\pm$nan,286.5000$\pm$11.5000,9.5000$\pm$0.5000,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,portion,"[0.5, 0.5]",family_members_num,True,2.0,portion_housesize
mean_house_area,ver1_nofilter_multilist(1.2)_portion3(f_earn_money)_priority_8t_6h_p#portion_housesize,False,9.485555555555557,21.811818181818182,9.1115,12.070816993464051,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,portion,"[0.3, 0.4, 0.3]",monthly_income,True,2.0,portion_housesize
mean_wait_turn,ver1_nofilter_multilist(1.2)_portion3(f_earn_money)_priority_8t_6h_p#portion_housesize,False,4.133333333333334,4.181818181818182,3.0,3.92156862745098,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,portion,"[0.3, 0.4, 0.3]",monthly_income,True,2.0,portion_housesize
var_mean_house_area,ver1_nofilter_multilist(1.2)_portion3(f_earn_money)_priority_8t_6h_p#portion_housesize,False,,,,187.7967118052885,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,portion,"[0.3, 0.4, 0.3]",monthly_income,True,2.0,portion_housesize
Rop,ver1_nofilter_multilist(1.2)_portion3(f_earn_money)_priority_8t_6h_p#portion_housesize,False,,,,263.0,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,portion,"[0.3, 0.4, 0.3]",monthly_income,True,2.0,portion_housesize
mean_house_area,ver1_nofilter_multilist(1.2)_portion3(f_earn_money)_priority_8t_6h_p#portion_rent_money,False,11.802611111111112,21.45272727272728,4.934749999999999,12.537369281045752,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,portion,"[0.3, 0.4, 0.3]",monthly_income,True,2.0,portion_rentmoney
mean_wait_turn,ver1_nofilter_multilist(1.2)_portion3(f_earn_money)_priority_8t_6h_p#portion_rent_money,False,4.1,4.0,4.3,4.117647058823529,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,portion,"[0.3, 0.4, 0.3]",monthly_income,True,2.0,portion_rentmoney
var_mean_house_area,ver1_nofilter_multilist(1.2)_portion3(f_earn_money)_priority_8t_6h_p#portion_rent_money,False,,,,198.11088552212823,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,portion,"[0.3, 0.4, 0.3]",monthly_income,True,2.0,portion_rentmoney
Rop,ver1_nofilter_multilist(1.2)_portion3(f_earn_money)_priority_8t_6h_p#portion_rent_money,False,,,,325.0,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,portion,"[0.3, 0.4, 0.3]",monthly_income,True,2.0,portion_rentmoney
mean_house_area,ver1_nofilter_multilist(1.2)_portion3(f_member_num)_priority_8t_6h_p#portion_housesize,True,9.2127$\pm$1.3185,15.7436$\pm$2.0136,8.2566$\pm$1.2994,10.4338$\pm$0.5961,10.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,portion,"[0.3, 0.4, 0.3]",family_members_num,True,2.0,portion_housesize
mean_wait_turn,ver1_nofilter_multilist(1.2)_portion3(f_member_num)_priority_8t_6h_p#portion_housesize,True,4.1500$\pm$0.4833,4.7727$\pm$0.4091,4.1000$\pm$0.4000,4.2745$\pm$0.2745,10.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,portion,"[0.3, 0.4, 0.3]",family_members_num,True,2.0,portion_housesize
var_mean_house_area,ver1_nofilter_multilist(1.2)_portion3(f_member_num)_priority_8t_6h_p#portion_housesize,True,nan$\pm$nan,nan$\pm$nan,nan$\pm$nan,163.8708$\pm$12.8893,10.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,portion,"[0.3, 0.4, 0.3]",family_members_num,True,2.0,portion_housesize
Rop,ver1_nofilter_multilist(1.2)_portion3(f_member_num)_priority_8t_6h_p#portion_housesize,True,nan$\pm$nan,nan$\pm$nan,nan$\pm$nan,240.0000$\pm$27.0000,10.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,portion,"[0.3, 0.4, 0.3]",family_members_num,True,2.0,portion_housesize
mean_house_area,ver1_nofilter_multilist(1.2)_portion3(f_member_num)_priority_8t_6h_p#portion_rent_money,True,10.2537$\pm$3.0007,14.7309$\pm$4.1164,4.8616$\pm$2.2886,10.1621$\pm$1.3260,10.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,portion,"[0.3, 0.4, 0.3]",family_members_num,True,2.0,portion_rentmoney
mean_wait_turn,ver1_nofilter_multilist(1.2)_portion3(f_member_num)_priority_8t_6h_p#portion_rent_money,True,4.0167$\pm$0.9167,5.0909$\pm$0.6364,4.8000$\pm$0.7000,4.4020$\pm$0.5392,10.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,portion,"[0.3, 0.4, 0.3]",family_members_num,True,2.0,portion_rentmoney
var_mean_house_area,ver1_nofilter_multilist(1.2)_portion3(f_member_num)_priority_8t_6h_p#portion_rent_money,True,nan$\pm$nan,nan$\pm$nan,nan$\pm$nan,171.3950$\pm$24.2685,10.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,portion,"[0.3, 0.4, 0.3]",family_members_num,True,2.0,portion_rentmoney
Rop,ver1_nofilter_multilist(1.2)_portion3(f_member_num)_priority_8t_6h_p#portion_rent_money,True,nan$\pm$nan,nan$\pm$nan,nan$\pm$nan,299.5000$\pm$19.5000,10.0000$\pm$0.0000,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,portion,"[0.3, 0.4, 0.3]",family_members_num,True,2.0,portion_rentmoney
mean_house_area,ver1_nofilter_multilist(1.2)_portion3(f_member_num)_priority_8t_6h_p#random_avg,False,5.868611111111111,25.33909090909091,5.270999999999999,9.9509477124183,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,portion,"[0.3, 0.4, 0.3]",family_members_num,True,2.0,random_avg
mean_wait_turn,ver1_nofilter_multilist(1.2)_portion3(f_member_num)_priority_8t_6h_p#random_avg,False,5.333333333333333,3.272727272727273,4.9,4.803921568627451,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,portion,"[0.3, 0.4, 0.3]",family_members_num,True,2.0,random_avg
var_mean_house_area,ver1_nofilter_multilist(1.2)_portion3(f_member_num)_priority_8t_6h_p#random_avg,False,,,,213.45987366611132,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,portion,"[0.3, 0.4, 0.3]",family_members_num,True,2.0,random_avg
Rop,ver1_nofilter_multilist(1.2)_portion3(f_member_num)_priority_8t_6h_p#random_avg,False,,,,336.0,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,portion,"[0.3, 0.4, 0.3]",family_members_num,True,2.0,random_avg
mean_house_area,ver1_nofilter_multilist(1.2)_portion3(f_rent_money_budget)_priority_8t_6h_p#portion_housesize,False,8.174333333333333,10.47090909090909,6.8985,8.419509803921569,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,portion,"[0.3, 0.4, 0.3]",monthly_rent_budget,True,2.0,portion_housesize
mean_wait_turn,ver1_nofilter_multilist(1.2)_portion3(f_rent_money_budget)_priority_8t_6h_p#portion_housesize,False,4.5,6.090909090909091,4.4,4.823529411764706,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,portion,"[0.3, 0.4, 0.3]",monthly_rent_budget,True,2.0,portion_housesize
var_mean_house_area,ver1_nofilter_multilist(1.2)_portion3(f_rent_money_budget)_priority_8t_6h_p#portion_housesize,False,,,,138.49597454184286,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,portion,"[0.3, 0.4, 0.3]",monthly_rent_budget,True,2.0,portion_housesize
Rop,ver1_nofilter_multilist(1.2)_portion3(f_rent_money_budget)_priority_8t_6h_p#portion_housesize,False,,,,191.0,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,portion,"[0.3, 0.4, 0.3]",monthly_rent_budget,True,2.0,portion_housesize
mean_house_area,ver1_nofilter_multilist(1.2)_portion3(f_rent_money_budget)_priority_8t_6h_p#portion_rent_money,False,8.314277777777779,14.307272727272728,9.6435,9.86751633986928,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,portion,"[0.3, 0.4, 0.3]",monthly_rent_budget,True,2.0,portion_rentmoney
mean_wait_turn,ver1_nofilter_multilist(1.2)_portion3(f_rent_money_budget)_priority_8t_6h_p#portion_rent_money,False,4.166666666666667,4.909090909090909,3.2,4.137254901960785,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,portion,"[0.3, 0.4, 0.3]",monthly_rent_budget,True,2.0,portion_rentmoney
var_mean_house_area,ver1_nofilter_multilist(1.2)_portion3(f_rent_money_budget)_priority_8t_6h_p#portion_rent_money,False,,,,159.2548447845914,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,portion,"[0.3, 0.4, 0.3]",monthly_rent_budget,True,2.0,portion_rentmoney
Rop,ver1_nofilter_multilist(1.2)_portion3(f_rent_money_budget)_priority_8t_6h_p#portion_rent_money,False,,,,206.0,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,portion,"[0.3, 0.4, 0.3]",monthly_rent_budget,True,2.0,portion_rentmoney
mean_house_area,ver1_nofilter_multilist(1.2)_portion3(f_rent_money_budget)_priority_8t_6h_p#random_avg,False,5.862222222222223,22.975454545454543,1.4635,8.690816993464052,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,portion,"[0.3, 0.4, 0.3]",monthly_rent_budget,True,2.0,random_avg
mean_wait_turn,ver1_nofilter_multilist(1.2)_portion3(f_rent_money_budget)_priority_8t_6h_p#random_avg,False,5.3,4.545454545454546,6.2,5.313725490196078,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,portion,"[0.3, 0.4, 0.3]",monthly_rent_budget,True,2.0,random_avg
var_mean_house_area,ver1_nofilter_multilist(1.2)_portion3(f_rent_money_budget)_priority_8t_6h_p#random_avg,False,,,,217.18330624973296,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,portion,"[0.3, 0.4, 0.3]",monthly_rent_budget,True,2.0,random_avg
Rop,ver1_nofilter_multilist(1.2)_portion3(f_rent_money_budget)_priority_8t_6h_p#random_avg,False,,,,325.0,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,portion,"[0.3, 0.4, 0.3]",monthly_rent_budget,True,2.0,random_avg
mean_house_area,ver1_nofilter_multilist(1.2)_portion4(f_member_num)_priority_8t_6h_p#portion_housesize,False,10.065111111111111,25.127272727272725,7.1735,12.746830065359475,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,portion,"[0.2, 0.3, 0.3, 0.2]",family_members_num,True,2.0,portion_housesize
mean_wait_turn,ver1_nofilter_multilist(1.2)_portion4(f_member_num)_priority_8t_6h_p#portion_housesize,False,4.4,3.5454545454545454,4.3,4.196078431372549,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,portion,"[0.2, 0.3, 0.3, 0.2]",family_members_num,True,2.0,portion_housesize
var_mean_house_area,ver1_nofilter_multilist(1.2)_portion4(f_member_num)_priority_8t_6h_p#portion_housesize,False,,,,204.9238335789653,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,portion,"[0.2, 0.3, 0.3, 0.2]",family_members_num,True,2.0,portion_housesize
Rop,ver1_nofilter_multilist(1.2)_portion4(f_member_num)_priority_8t_6h_p#portion_housesize,False,,,,310.0,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,portion,"[0.2, 0.3, 0.3, 0.2]",family_members_num,True,2.0,portion_housesize
mean_house_area,ver1_nofilter_multilist(1.2)_portion4(f_member_num)_priority_8t_6h_p#portion_rent_money,False,9.83,25.424545454545456,5.618,12.367647058823527,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,portion,"[0.2, 0.3, 0.3, 0.2]",family_members_num,True,2.0,portion_rentmoney
mean_wait_turn,ver1_nofilter_multilist(1.2)_portion4(f_member_num)_priority_8t_6h_p#portion_rent_money,False,4.166666666666667,4.2727272727272725,4.8,4.313725490196078,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,portion,"[0.2, 0.3, 0.3, 0.2]",family_members_num,True,2.0,portion_rentmoney
var_mean_house_area,ver1_nofilter_multilist(1.2)_portion4(f_member_num)_priority_8t_6h_p#portion_rent_money,False,,,,212.00625078175065,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,portion,"[0.2, 0.3, 0.3, 0.2]",family_members_num,True,2.0,portion_rentmoney
Rop,ver1_nofilter_multilist(1.2)_portion4(f_member_num)_priority_8t_6h_p#portion_rent_money,False,,,,339.0,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,portion,"[0.2, 0.3, 0.3, 0.2]",family_members_num,True,2.0,portion_rentmoney
mean_house_area,ver1_nofilter_multilist(1.2)_portion4(f_rent_money_budget)_priority_8t_6h_p#portion_housesize,False,8.233722222222223,21.86272727272728,4.465999999999999,10.43454248366013,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,portion,"[0.2, 0.3, 0.3, 0.2]",monthly_rent_budget,True,2.0,portion_housesize
mean_wait_turn,ver1_nofilter_multilist(1.2)_portion4(f_rent_money_budget)_priority_8t_6h_p#portion_housesize,False,4.7,4.727272727272728,5.6,4.882352941176471,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,portion,"[0.2, 0.3, 0.3, 0.2]",monthly_rent_budget,True,2.0,portion_housesize
var_mean_house_area,ver1_nofilter_multilist(1.2)_portion4(f_rent_money_budget)_priority_8t_6h_p#portion_housesize,False,,,,199.0022935815284,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,portion,"[0.2, 0.3, 0.3, 0.2]",monthly_rent_budget,True,2.0,portion_housesize
Rop,ver1_nofilter_multilist(1.2)_portion4(f_rent_money_budget)_priority_8t_6h_p#portion_housesize,False,,,,293.0,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,portion,"[0.2, 0.3, 0.3, 0.2]",monthly_rent_budget,True,2.0,portion_housesize
mean_house_area,ver1_nofilter_multilist(1.2)_portion4(f_rent_money_budget)_priority_8t_6h_p#portion_rent_money,False,9.967222222222222,21.49363636363637,9.41,12.344052287581698,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,portion,"[0.2, 0.3, 0.3, 0.2]",monthly_rent_budget,True,2.0,portion_rentmoney
mean_wait_turn,ver1_nofilter_multilist(1.2)_portion4(f_rent_money_budget)_priority_8t_6h_p#portion_rent_money,False,4.3,4.181818181818182,3.2,4.0588235294117645,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,portion,"[0.2, 0.3, 0.3, 0.2]",monthly_rent_budget,True,2.0,portion_rentmoney
var_mean_house_area,ver1_nofilter_multilist(1.2)_portion4(f_rent_money_budget)_priority_8t_6h_p#portion_rent_money,False,,,,186.04642617155795,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,portion,"[0.2, 0.3, 0.3, 0.2]",monthly_rent_budget,True,2.0,portion_rentmoney
Rop,ver1_nofilter_multilist(1.2)_portion4(f_rent_money_budget)_priority_8t_6h_p#portion_rent_money,False,,,,272.0,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,portion,"[0.2, 0.3, 0.3, 0.2]",monthly_rent_budget,True,2.0,portion_rentmoney
mean_house_area,ver1_nofilter_multilist(1.2)_portion5(f_member_num)_priority_8t_6h_p#portion_housesize,False,8.191444444444445,25.72272727272728,4.465999999999999,11.24222222222222,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,portion,"[0.2, 0.2, 0.2, 0.2, 0.2]",family_members_num,True,2.0,portion_housesize
mean_wait_turn,ver1_nofilter_multilist(1.2)_portion5(f_member_num)_priority_8t_6h_p#portion_housesize,False,4.466666666666667,3.636363636363636,5.6,4.509803921568627,10.0,6.0,1.0,8.0,1.0,10.0,kwaitlist,1.2,2.0,ver1,portion,"[0.2, 0.2, 0.2, 0.2, 0.2]",family_members_num,True,2.0,portion_housesize
