type_indicator,ex_name,ex_idx,3>=family_num>=2,family_num=1,family_num>3,all,group_size,ex_len,distribution_batch_house_distribution_len,distribution_batch_house_distribution_step,distribution_batch_tenant_distribution_len,distribution_batch_tenant_distribution_step,environment_max_turns,order_k,order_type,order_waitlist_ratio,policy_type,group_policy_sorting_type,group_policy_type,tenant_max_choose,community_patch_method,group_policy_portion_settings,group_policy_priority
mean_house_area,ver1_nofilter_multilist(1.2)_portion3(f_member_num)_priority_8t_6h_p#portion_rent_money,8,11.210666666666668,14.45181818181818,9.0295,11.482058823529412,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2,portion_rentmoney,"[0.3, 0.4, 0.3]",
mean_wait_turn,ver1_nofilter_multilist(1.2)_portion3(f_member_num)_priority_8t_6h_p#portion_rent_money,8,3.3,4.727272727272728,3.1,3.5686274509803924,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2,portion_rentmoney,"[0.3, 0.4, 0.3]",
mean_idle_wait_turn,ver1_nofilter_multilist(1.2)_portion3(f_member_num)_priority_8t_6h_p#portion_rent_money,8,2.2666666666666666,4.454545454545454,2.5,2.784313725490196,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2,portion_rentmoney,"[0.3, 0.4, 0.3]",
var_mean_house_area,ver1_nofilter_multilist(1.2)_portion3(f_member_num)_priority_8t_6h_p#portion_rent_money,8,,,,159.79611975362036,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2,portion_rentmoney,"[0.3, 0.4, 0.3]",
Rop,ver1_nofilter_multilist(1.2)_portion3(f_member_num)_priority_8t_6h_p#portion_rent_money,8,,,,253.0,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2,portion_rentmoney,"[0.3, 0.4, 0.3]",
mean_house_area,ver1_nofilter_multilist(1.2)_portion3(f_member_num)_priority_8t_6h_p#portion_rent_money,9,11.0475,14.45181818181818,9.40225,11.459166666666668,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2,portion_rentmoney,"[0.3, 0.4, 0.3]",
mean_wait_turn,ver1_nofilter_multilist(1.2)_portion3(f_member_num)_priority_8t_6h_p#portion_rent_money,9,3.2666666666666666,4.636363636363637,3.5,3.607843137254902,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2,portion_rentmoney,"[0.3, 0.4, 0.3]",
mean_idle_wait_turn,ver1_nofilter_multilist(1.2)_portion3(f_member_num)_priority_8t_6h_p#portion_rent_money,9,2.2333333333333334,4.454545454545454,2.5,2.764705882352941,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2,portion_rentmoney,"[0.3, 0.4, 0.3]",
var_mean_house_area,ver1_nofilter_multilist(1.2)_portion3(f_member_num)_priority_8t_6h_p#portion_rent_money,9,,,,158.8927133714597,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2,portion_rentmoney,"[0.3, 0.4, 0.3]",
Rop,ver1_nofilter_multilist(1.2)_portion3(f_member_num)_priority_8t_6h_p#portion_rent_money,9,,,,250.0,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionfamily_members_num,2,portion_rentmoney,"[0.3, 0.4, 0.3]",
mean_house_area,optimized_task_config_212,10,10.197055555555556,18.91181818181818,10.48865,12.133885620915033,3,8,3,1,8,1,10,3,kwaitlist,1.2,ver2,priority,house_type,3,house_type,,False
mean_wait_turn,optimized_task_config_212,10,1.9,1.9090909090909087,1.4,1.803921568627451,3,8,3,1,8,1,10,3,kwaitlist,1.2,ver2,priority,house_type,3,house_type,,False
mean_idle_wait_turn,optimized_task_config_212,10,1.5,1.818181818181818,1.4,1.5490196078431373,3,8,3,1,8,1,10,3,kwaitlist,1.2,ver2,priority,house_type,3,house_type,,False
var_mean_house_area,optimized_task_config_212,10,,,,181.152571416656,3,8,3,1,8,1,10,3,kwaitlist,1.2,ver2,priority,house_type,3,house_type,,False
Rop,optimized_task_config_212,10,,,,242.0,3,8,3,1,8,1,10,3,kwaitlist,1.2,ver2,priority,house_type,3,house_type,,False
mean_house_area,ver2_nofilter_multilist(2.1_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose5,11,11.016,27.389090909090907,6.5685,13.675392156862744,3,10,6,1,8,1,10,2,kwaitlist,2.1,ver2,base,house_type,5,house_type,,
mean_wait_turn,ver2_nofilter_multilist(2.1_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose5,11,3.2,3.272727272727273,4.5,3.4705882352941178,3,10,6,1,8,1,10,2,kwaitlist,2.1,ver2,base,house_type,5,house_type,,
mean_idle_wait_turn,ver2_nofilter_multilist(2.1_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose5,11,2.4,1.818181818181818,3.5,2.4901960784313726,3,10,6,1,8,1,10,2,kwaitlist,2.1,ver2,base,house_type,5,house_type,,
var_mean_house_area,ver2_nofilter_multilist(2.1_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose5,11,,,,223.58709134948097,3,10,6,1,8,1,10,2,kwaitlist,2.1,ver2,base,house_type,5,house_type,,
Rop,ver2_nofilter_multilist(2.1_k2)_housetype_priority_8t_6h(step_num(t1_h1))_p#housetype_choose5,11,,,,327.0,3,10,6,1,8,1,10,2,kwaitlist,2.1,ver2,base,house_type,5,house_type,,
mean_house_area,ver1_nofilter_multilist(1.2)_portion3(f_rent_money_budget)_priority_8t_6h_p#portion_rent_money,12,10.669555555555556,17.937272727272727,6.86875,11.491846405228758,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionmonthly_rent_budget,2,portion_rentmoney,"[0.3, 0.4, 0.3]",
mean_wait_turn,ver1_nofilter_multilist(1.2)_portion3(f_rent_money_budget)_priority_8t_6h_p#portion_rent_money,12,3.566666666666667,4.2727272727272725,4.1,3.823529411764706,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionmonthly_rent_budget,2,portion_rentmoney,"[0.3, 0.4, 0.3]",
mean_idle_wait_turn,ver1_nofilter_multilist(1.2)_portion3(f_rent_money_budget)_priority_8t_6h_p#portion_rent_money,12,2.6,2.363636363636364,2.1,2.450980392156863,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionmonthly_rent_budget,2,portion_rentmoney,"[0.3, 0.4, 0.3]",
var_mean_house_area,ver1_nofilter_multilist(1.2)_portion3(f_rent_money_budget)_priority_8t_6h_p#portion_rent_money,12,,,,171.14960793338034,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionmonthly_rent_budget,2,portion_rentmoney,"[0.3, 0.4, 0.3]",
Rop,ver1_nofilter_multilist(1.2)_portion3(f_rent_money_budget)_priority_8t_6h_p#portion_rent_money,12,,,,242.0,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionmonthly_rent_budget,2,portion_rentmoney,"[0.3, 0.4, 0.3]",
mean_house_area,ver1_nofilter_multilist(1.2)_portion3(f_rent_money_budget)_priority_8t_6h_p#portion_rent_money,13,11.95622222222222,14.28181818181818,5.10975,11.115375816993463,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionmonthly_rent_budget,2,portion_rentmoney,"[0.3, 0.4, 0.3]",
mean_wait_turn,ver1_nofilter_multilist(1.2)_portion3(f_rent_money_budget)_priority_8t_6h_p#portion_rent_money,13,3.1333333333333333,5.090909090909091,4.9,3.901960784313725,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionmonthly_rent_budget,2,portion_rentmoney,"[0.3, 0.4, 0.3]",
mean_idle_wait_turn,ver1_nofilter_multilist(1.2)_portion3(f_rent_money_budget)_priority_8t_6h_p#portion_rent_money,13,2.1333333333333333,2.272727272727273,1.7,2.07843137254902,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionmonthly_rent_budget,2,portion_rentmoney,"[0.3, 0.4, 0.3]",
var_mean_house_area,ver1_nofilter_multilist(1.2)_portion3(f_rent_money_budget)_priority_8t_6h_p#portion_rent_money,13,,,,156.34917165887052,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionmonthly_rent_budget,2,portion_rentmoney,"[0.3, 0.4, 0.3]",
Rop,ver1_nofilter_multilist(1.2)_portion3(f_rent_money_budget)_priority_8t_6h_p#portion_rent_money,13,,,,251.0,3,10,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,portionmonthly_rent_budget,2,portion_rentmoney,"[0.3, 0.4, 0.3]",
mean_house_area,optimized_task_config_52,14,11.074944444444444,23.163636363636364,8.0068,13.080712418300651,3,10,6,1,8,1,11,4,kwaitlist,1.2,ver1,priority,house_type,5,house_type,,
mean_wait_turn,optimized_task_config_52,14,3.333333333333333,3.272727272727273,3.7,3.392156862745098,3,10,6,1,8,1,11,4,kwaitlist,1.2,ver1,priority,house_type,5,house_type,,
mean_idle_wait_turn,optimized_task_config_52,14,3.1,2.727272727272727,2.9,2.980392156862745,3,10,6,1,8,1,11,4,kwaitlist,1.2,ver1,priority,house_type,5,house_type,,
var_mean_house_area,optimized_task_config_52,14,,,,200.70143430945367,3,10,6,1,8,1,11,4,kwaitlist,1.2,ver1,priority,house_type,5,house_type,,
Rop,optimized_task_config_52,14,,,,284.0,3,10,6,1,8,1,11,4,kwaitlist,1.2,ver1,priority,house_type,5,house_type,,
mean_house_area,ver1_nofilter_singlelist_5t_6h_p#singlelist,15,9.337166666666668,23.35272727272727,9.6755,12.426470588235292,1,10,6,1,5,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
mean_wait_turn,ver1_nofilter_singlelist_5t_6h_p#singlelist,15,4.733333333333333,4.818181818181818,4.3,4.666666666666667,1,10,6,1,5,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
mean_idle_wait_turn,ver1_nofilter_singlelist_5t_6h_p#singlelist,15,3.633333333333333,3.1818181818181817,3.7,3.549019607843137,1,10,6,1,5,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
var_mean_house_area,ver1_nofilter_singlelist_5t_6h_p#singlelist,15,,,,202.48874092015888,1,10,6,1,5,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
Rop,ver1_nofilter_singlelist_5t_6h_p#singlelist,15,,,,284.0,1,10,6,1,5,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
mean_house_area,ver1_nofilter_singlelist_5t_6h_p#singlelist,16,11.179277777777775,25.90545454545455,4.0735,12.962222222222222,1,10,6,1,5,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
mean_wait_turn,ver1_nofilter_singlelist_5t_6h_p#singlelist,16,4.466666666666667,3.909090909090909,6.2,4.686274509803922,1,10,6,1,5,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
mean_idle_wait_turn,ver1_nofilter_singlelist_5t_6h_p#singlelist,16,3.7,3.272727272727273,3.9,3.647058823529412,1,10,6,1,5,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
var_mean_house_area,ver1_nofilter_singlelist_5t_6h_p#singlelist,16,,,,217.0604936456064,1,10,6,1,5,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
Rop,ver1_nofilter_singlelist_5t_6h_p#singlelist,16,,,,360.0,1,10,6,1,5,1,10,2,kwaitlist,1.2,ver1,base,single_list,2,single_list,,
mean_house_area,optimized_task_config_210,17,21.99277777777778,0.0,11.525,12.917222222222222,3,2,3,1,8,5,10,2,kwaitlist,1.2,ver2,base,house_type,2,house_type,,False
mean_wait_turn,optimized_task_config_210,17,1.0,2.0,1.0,1.3333333333333333,3,2,3,1,8,5,10,2,kwaitlist,1.2,ver2,base,house_type,2,house_type,,False
mean_idle_wait_turn,optimized_task_config_210,17,1.0,1.0,1.0,1.0,3,2,3,1,8,5,10,2,kwaitlist,1.2,ver2,base,house_type,2,house_type,,False
var_mean_house_area,optimized_task_config_210,17,,,,98.89776913580248,3,2,3,1,8,5,10,2,kwaitlist,1.2,ver2,base,house_type,2,house_type,,False
Rop,optimized_task_config_210,17,,,,2.0,3,2,3,1,8,5,10,2,kwaitlist,1.2,ver2,base,house_type,2,house_type,,False
mean_house_area,optimized_task_config_78,18,12.130444444444445,21.42,5.129250000000001,12.761290849673202,3,10,3,1,8,1,10,4,kwaitlist,1.2,ver2,housing_points,house_type,7,house_type,,False
mean_wait_turn,optimized_task_config_78,18,2.933333333333333,3.090909090909091,3.8,3.1372549019607843,3,10,3,1,8,1,10,4,kwaitlist,1.2,ver2,housing_points,house_type,7,house_type,,False
mean_idle_wait_turn,optimized_task_config_78,18,2.1666666666666665,2.0,2.4,2.176470588235294,3,10,3,1,8,1,10,4,kwaitlist,1.2,ver2,housing_points,house_type,7,house_type,,False
var_mean_house_area,optimized_task_config_78,18,,,,192.06799001399037,3,10,3,1,8,1,10,4,kwaitlist,1.2,ver2,housing_points,house_type,7,house_type,,False
Rop,optimized_task_config_78,18,,,,315.0,3,10,3,1,8,1,10,4,kwaitlist,1.2,ver2,housing_points,house_type,7,house_type,,False
mean_house_area,optimized_task_config_91,19,22.395,36.08,12.175,25.25333333333333,3,3,6,1,8,4,13,2,kwaitlist,1.2,ver2,priority,house_type,2,house_type,,False
mean_wait_turn,optimized_task_config_91,19,2.0,1.0,2.0,1.6666666666666667,3,3,6,1,8,4,13,2,kwaitlist,1.2,ver2,priority,house_type,2,house_type,,False
mean_idle_wait_turn,optimized_task_config_91,19,2.0,1.0,2.0,1.6666666666666667,3,3,6,1,8,4,13,2,kwaitlist,1.2,ver2,priority,house_type,2,house_type,,False
var_mean_house_area,optimized_task_config_91,19,,,,96.11031388888888,3,3,6,1,8,4,13,2,kwaitlist,1.2,ver2,priority,house_type,2,house_type,,False
Rop,optimized_task_config_91,19,,,,3.0,3,3,6,1,8,4,13,2,kwaitlist,1.2,ver2,priority,house_type,2,house_type,,False
mean_house_area,optimized_task_config_110,20,22.0875,36.18,12.1875,25.7445,3,1,3,1,9,3,14,2,kwaitlist,1.2,ver2,priority,house_type,2,house_type,,False
mean_wait_turn,optimized_task_config_110,20,1.0,1.0,1.0,1.0,3,1,3,1,9,3,14,2,kwaitlist,1.2,ver2,priority,house_type,2,house_type,,False
mean_idle_wait_turn,optimized_task_config_110,20,1.0,1.0,1.0,1.0,3,1,3,1,9,3,14,2,kwaitlist,1.2,ver2,priority,house_type,2,house_type,,False
var_mean_house_area,optimized_task_config_110,20,,,,115.769396,3,1,3,1,9,3,14,2,kwaitlist,1.2,ver2,priority,house_type,2,house_type,,False
Rop,optimized_task_config_110,20,,,,1.0,3,1,3,1,9,3,14,2,kwaitlist,1.2,ver2,priority,house_type,2,house_type,,False
mean_house_area,optimized_task_config_24,21,12.080722222222224,19.35454545454545,7.20875,12.694297385620915,3,7,6,1,1,1,10,2,kwaitlist,1.2,ver2,base,house_type,2,house_type,,
mean_wait_turn,optimized_task_config_24,21,5.6,5.636363636363637,5.1,5.509803921568627,3,7,6,1,1,1,10,2,kwaitlist,1.2,ver2,base,house_type,2,house_type,,
mean_idle_wait_turn,optimized_task_config_24,21,5.4,5.181818181818182,3.9,5.0588235294117645,3,7,6,1,1,1,10,2,kwaitlist,1.2,ver2,base,house_type,2,house_type,,
var_mean_house_area,optimized_task_config_24,21,,,,186.5321789861805,3,7,6,1,1,1,10,2,kwaitlist,1.2,ver2,base,house_type,2,house_type,,
Rop,optimized_task_config_24,21,,,,275.0,3,7,6,1,1,1,10,2,kwaitlist,1.2,ver2,base,house_type,2,house_type,,
mean_house_area,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#portion_housesize,22,4.484166666666666,17.775454545454547,4.43,7.340294117647059,3,9,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,multi_list,2,portion_housesize,,
mean_wait_turn,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#portion_housesize,22,5.833333333333333,4.2727272727272725,5.0,5.333333333333333,3,9,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,multi_list,2,portion_housesize,,
mean_idle_wait_turn,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#portion_housesize,22,1.0666666666666669,4.181818181818182,1.1,1.7450980392156863,3,9,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,multi_list,2,portion_housesize,,
var_mean_house_area,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#portion_housesize,22,,,,171.9316876585929,3,9,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,multi_list,2,portion_housesize,,
Rop,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#portion_housesize,22,,,,241.0,3,9,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,multi_list,2,portion_housesize,,
mean_house_area,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#portion_housesize,23,1.6241666666666668,17.775454545454547,3.01,5.379509803921569,3,9,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,multi_list,2,portion_housesize,,
mean_wait_turn,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#portion_housesize,23,6.366666666666666,4.545454545454546,5.6,5.823529411764706,3,9,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,multi_list,2,portion_housesize,,
mean_idle_wait_turn,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#portion_housesize,23,1.0666666666666669,3.0,1.1,1.4901960784313726,3,9,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,multi_list,2,portion_housesize,,
var_mean_house_area,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#portion_housesize,23,,,,156.71561691657053,3,9,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,multi_list,2,portion_housesize,,
Rop,ver1_nofilter_multilist(1.2)_multilist_priority_8t_6h_p#portion_housesize,23,,,,220.0,3,9,6,1,8,1,10,2,kwaitlist,1.2,ver1,priority,multi_list,2,portion_housesize,,
mean_house_area,ver1_nofilter_multilist(1.8)_portion3(f_member_num)_priority_8t_6h_p#portion_housesize,24,11.824666666666667,17.784545454545455,7.29875,12.222696078431373,3,8,6,1,8,1,10,2,kwaitlist,1.8,ver1,priority,portionfamily_members_num,2,portion_housesize,"[0.3, 0.4, 0.3]",
mean_wait_turn,ver1_nofilter_multilist(1.8)_portion3(f_member_num)_priority_8t_6h_p#portion_housesize,24,3.1,4.2727272727272725,3.7,3.4705882352941178,3,8,6,1,8,1,10,2,kwaitlist,1.8,ver1,priority,portionfamily_members_num,2,portion_housesize,"[0.3, 0.4, 0.3]",
mean_idle_wait_turn,ver1_nofilter_multilist(1.8)_portion3(f_member_num)_priority_8t_6h_p#portion_housesize,24,1.8666666666666667,3.363636363636364,2.0,2.215686274509804,3,8,6,1,8,1,10,2,kwaitlist,1.8,ver1,priority,portionfamily_members_num,2,portion_housesize,"[0.3, 0.4, 0.3]",
